Period,Genet,Blob1,Blob2,Area1,Area2,Class,Action,Split\Fuse
2017-2018,99,107,119,69.78159714,486.7559675,Pocillopora,grow,fuse
2017-2018,100,108,0,658.303875,805.5721947,Pocillopora,grow,none
2017-2018,99,110,119,328.2987748,486.7559675,Pocillopora,grow,fuse
2017-2018,102,111,134,47.48383514,67.23543978,Pocillopora,grow,none
2017-2018,103,112,136,147.7082317,161.6165607,Pocillopora,grow,none
2017-2018,105,114,140,71.61234205,76.02479276,Pocillopora,grow,none
2017-2018,107,116,137,58.76157925,68.91066024,Pocillopora,grow,none
2017-2018,112,122,143,347.6060239,496.7273063,Pocillopora,grow,none
2017-2018,113,123,147,83.08115905,99.70894411,Pocillopora,grow,none
2017-2018,114,124,141,64.07607175,81.67255193,Acropora,grow,none
2017-2018,115,125,144,521.7089759,612.7218817,Pocillopora,grow,none
2017-2018,116,126,146,205.9365843,249.9766638,Pocillopora,grow,none
2017-2018,119,131,151,627.4344943,826.8346083,Pocillopora,grow,none
2017-2018,122,134,155,213.8949924,242.6092486,Pocillopora,grow,none
2017-2018,123,135,160,37.8901986,61.92539084,Pocillopora,grow,none
2017-2018,124,136,159,25.79484026,61.27218817,Pocillopora,grow,none
2017-2018,126,138,167,251.625223,529.1252702,Pocillopora,grow,fuse
2017-2018,127,140,163,13.12181969,32.87786788,Acropora,grow,none
2017-2018,130,143,164,30.0739843,53.93587787,Pocillopora,grow,none
2017-2018,131,144,170,146.4418184,165.2113972,Pocillopora,grow,none
2017-2018,132,145,175,76.94905233,80.91270392,Pocillopora,grow,none
2017-2018,133,146,171,177.8933049,228.7053632,Pocillopora,grow,none
2017-2018,135,148,173,3.297118255,100.6420908,Pocillopora,grow,fuse
2017-2018,135,149,173,12.05092279,100.6420908,Pocillopora,grow,fuse
2017-2018,136,150,177,82.06358482,115.248058,Pocillopora,grow,none
2017-2018,138,152,178,185.7272934,215.1347444,Pocillopora,grow,none
2017-2018,140,154,181,73.12315095,81.93027815,Acropora,grow,none
2017-2018,142,156,182,5.501121833,131.0760031,Pocillopora,grow,none
2017-2018,146,163,174,29.37634607,104.5479762,Pocillopora,grow,none
2017-2018,147,164,190,114.8747994,133.2711196,Pocillopora,grow,none
2017-2018,153,172,189,177.5600382,293.3546536,Pocillopora,grow,none
2017-2018,126,173,167,256.5753439,529.1252702,Pocillopora,grow,fuse
2017-2018,154,174,205,206.309843,217.3742964,Pocillopora,grow,none
2017-2018,155,175,726,129.7118315,150.7876157,Pocillopora,grow,none
2017-2018,157,177,209,36.15721192,43.02250532,Pocillopora,grow,none
2017-2018,158,178,207,340.1852861,378.7597922,Pocillopora,grow,none
2017-2018,159,179,202,531.227072,582.6390103,Pocillopora,grow,none
2017-2018,160,180,204,237.6680148,390.5663195,Pocillopora,grow,none
2017-2018,162,182,212,173.2764506,201.1419878,Pocillopora,grow,none
2017-2018,164,184,211,8.29167475,56.14876856,Pocillopora_dead,grow,none
2017-2018,165,185,214,108.6582651,152.4139571,Pocillopora,grow,none
2017-2018,167,187,221,205.3367043,357.9284036,Pocillopora,grow,none
2017-2018,168,188,229,103.2015788,117.2476581,Pocillopora,grow,none
2017-2018,169,189,227,81.66366482,127.5922555,Pocillopora,grow,none
2017-2018,170,191,318,91.86162492,118.238571,Pocillopora,grow,none
2017-2018,171,192,243,344.695495,792.090447,Pocillopora,grow,fuse
2017-2018,175,196,230,747.9392786,975.6448418,Pocillopora,grow,none
2017-2018,178,199,238,157.1196825,371.6189984,Pocillopora,grow,fuse
2017-2018,179,200,237,794.0056195,896.5717699,Pocillopora,grow,none
2017-2018,181,202,245,109.48921,120.758067,Pocillopora_dead,grow,none
2017-2018,182,203,222,2.052922687,211.7976341,Pocillopora,grow,none
2017-2018,183,204,242,192.0771344,261.3877146,Pocillopora,grow,none
2017-2018,184,205,241,114.5370891,154.1113953,Pocillopora,grow,none
2017-2018,185,206,240,105.7610668,133.8487818,Pocillopora,grow,none
2017-2018,187,208,246,89.44877423,132.0358111,Pocillopora,grow,none
2017-2018,189,210,259,90.3419289,128.1921355,Pocillopora,grow,none
2017-2018,191,212,253,105.8099459,722.7931975,Pocillopora_dead,grow,fuse
2017-2018,151,213,224,72.39885139,424.617286,Pocillopora,grow,fuse
2017-2018,193,215,256,55.77995345,793.050255,Pocillopora,grow,fuse
2017-2018,178,216,238,164.2960248,371.6189984,Pocillopora,grow,fuse
2017-2018,194,217,257,70.1459687,96.80285875,Pocillopora,grow,none
2017-2018,193,218,256,458.1394695,793.050255,Pocillopora,grow,fuse
2017-2018,195,219,261,17.73867396,24.75504825,Pocillopora,grow,none
2017-2018,196,220,258,440.4230133,578.7331249,Pocillopora,grow,none
2017-2018,171,221,243,64.62262909,792.090447,Pocillopora,grow,fuse
2017-2018,197,222,264,233.7621294,290.2574953,Pocillopora,grow,none
2017-2018,198,223,267,204.0702909,233.686589,Pocillopora,grow,none
2017-2018,171,225,243,255.7577297,792.090447,Pocillopora,grow,fuse
2017-2018,171,226,243,81.73031815,792.090447,Pocillopora,grow,fuse
2017-2018,193,229,256,91.53724536,793.050255,Pocillopora,grow,fuse
2017-2018,202,230,274,246.2174158,300.1177452,Pocillopora,grow,fuse
2017-2018,203,231,226,51.56301918,68.8751118,Pocillopora,grow,none
2017-2018,204,232,276,128.2721195,156.8397385,Pocillopora,grow,none
2017-2018,191,233,253,154.9067918,722.7931975,Pocillopora_dead,grow,fuse
2017-2018,205,234,275,236.7570859,344.1667119,Pocillopora,grow,none
2017-2018,206,235,278,702.4905919,979.5107351,Pocillopora,grow,none
2017-2018,207,236,282,377.7999842,481.2770635,Pocillopora,grow,none
2017-2018,191,239,286,10.53567033,101.7974152,Pocillopora_dead,grow,none
2017-2018,210,240,281,120.2959372,249.8789056,Acropora,grow,none
2017-2018,212,242,287,427.5589198,457.6506784,Pocillopora,grow,none
2017-2018,213,243,289,554.2224722,666.8843809,Pocillopora,grow,none
2017-2018,215,245,288,348.3436542,454.7490365,Pocillopora,grow,none
2017-2018,220,251,305,376.8001842,435.0996337,Pocillopora,grow,none
2017-2018,202,252,274,20.56477532,300.1177452,Pocillopora,grow,fuse
2017-2018,221,253,299,158.3283296,277.7755477,Acropora,grow,none
2017-2018,191,255,303,143.4335312,217.3431915,Pocillopora_dead,grow,none
2017-2018,224,257,302,97.27387564,506.0010068,Pocillopora,grow,fuse
2017-2018,224,258,302,280.5305521,506.0010068,Pocillopora,grow,fuse
2017-2018,225,259,301,2.03959202,47.17278625,Pocillopora_dead,grow,none
2017-2018,226,260,308,257.1796675,359.7724792,Pocillopora,grow,fuse
2017-2018,227,261,311,354.9823262,786.8825999,Pocillopora,grow,fuse
2017-2018,228,262,310,63.1606993,85.86726841,Pocillopora,grow,none
2017-2018,229,263,312,145.0065499,230.2828254,Pocillopora,grow,none
2017-2018,230,264,351,38.16569905,43.27134443,Pocillopora,grow,none
2017-2018,232,266,320,236.7215375,258.4416373,Pocillopora,grow,none
2017-2018,233,267,321,170.9746888,209.189267,Pocillopora,grow,none
2017-2018,235,269,323,154.6224042,168.2641199,Pocillopora,grow,none
2017-2018,237,271,325,88.61782933,203.399314,Pocillopora,grow,none
2017-2018,239,273,333,125.8459381,141.376165,Pocillopora,grow,none
2017-2018,240,274,329,157.524046,1034.090929,Pocillopora,grow,fuse
2017-2018,226,276,308,19.51165264,359.7724792,Pocillopora,grow,fuse
2017-2018,240,277,329,239.4676548,1034.090929,Pocillopora,grow,fuse
2017-2018,242,278,327,325.7392868,481.2859506,Pocillopora,grow,none
2017-2018,243,279,331,199.3334607,218.6851453,Acropora,grow,none
2017-2018,227,281,311,245.1287447,786.8825999,Pocillopora,grow,fuse
2017-2018,246,283,332,555.9732331,779.1597002,Pocillopora,grow,none
2017-2018,249,286,316,705.3566853,880.6105181,Pocillopora,grow,none
2017-2018,250,287,342,32.62014166,57.10413302,Pocillopora,grow,none
2017-2018,252,289,340,264.5426391,300.4687861,Pocillopora,grow,none
2017-2018,254,291,338,679.4951917,1008.069467,Acropora,grow,none
2017-2018,255,292,343,37.05481015,75.07387186,Pocillopora,grow,none
2017-2018,256,293,341,313.4350814,429.2785758,Acropora,grow,none
2017-2018,257,294,345,68.77291002,84.05429773,Pocillopora,grow,none
2017-2018,240,295,329,454.0913903,1034.090929,Pocillopora,grow,fuse
2017-2018,258,296,346,37.14368126,59.64584682,Pocillopora,grow,none
2017-2018,260,298,344,159.6569527,217.2498768,Pocillopora,grow,none
2017-2018,262,300,358,340.2252781,396.5073533,Pocillopora,grow,none
2017-2018,263,301,352,71.82118916,113.9105478,Pocillopora,grow,none
2017-2018,264,302,357,335.6439722,473.7008012,Pocillopora,grow,none
2017-2018,265,303,356,391.0284492,520.158175,Pocillopora,grow,none
2017-2018,269,307,361,46.97282625,87.73356177,Pocillopora,grow,none
2017-2018,270,308,365,100.3532597,141.4517054,Acropora,grow,none
2017-2018,271,309,363,313.9149854,348.1970168,Pocillopora,grow,none
2017-2018,273,311,368,2.243995578,97.35385964,Pocillopora_dead,grow,none
2017-2018,274,312,814,43.51573999,46.12855068,Pocillopora,grow,none
2017-2018,275,313,372,584.4297632,683.5832628,Pocillopora,grow,none
2017-2018,276,314,370,50.28327517,77.90441678,Pocillopora,grow,none
2017-2018,277,315,371,274.4695423,299.2290341,Pocillopora,grow,none
2017-2018,279,317,373,151.6541091,194.3877833,Pocillopora,grow,none
2017-2018,281,319,374,182.5190463,257.2018852,Pocillopora,grow,none
2017-2018,282,320,379,166.4911412,327.5478139,Pocillopora,grow,fuse
2017-2018,283,321,381,29.50965274,32.77566611,Pocillopora,grow,none
2017-2018,284,322,337,189.7975903,226.336948,Pocillopora,grow,none
2017-2018,285,323,375,586.171637,822.2444153,Pocillopora,grow,none
2017-2018,286,324,380,131.8936173,168.5707252,Pocillopora,grow,none
2017-2018,289,327,377,20.67142065,77.33564166,Pocillopora_dead,grow,none
2017-2018,290,329,393,145.6730832,166.7844159,Pocillopora,grow,none
2017-2018,291,330,390,58.37498992,102.9127477,Pocillopora,grow,none
2017-2018,292,332,396,300.0555354,315.1147454,Pocillopora,grow,none
2017-2018,282,334,379,58.15281214,327.5478139,Pocillopora,grow,fuse
2017-2018,293,335,383,140.0742032,275.3893583,Pocillopora,grow,none
2017-2018,294,336,395,130.3650342,145.4997846,Pocillopora,grow,none
2017-2018,296,338,400,84.2275964,90.15974312,Pocillopora,grow,none
2017-2018,302,344,399,544.9976508,636.8103966,Pocillopora,grow,none
2017-2018,303,345,402,223.17758,254.624623,Pocillopora,grow,none
2017-2018,304,346,406,607.6384541,676.8779374,Pocillopora,grow,none
2017-2018,306,348,407,320.0648663,362.594137,Pocillopora,grow,none
2017-2018,308,350,542,423.6130425,612.0820097,Pocillopora,grow,none
2017-2018,309,351,410,80.62831636,174.3606782,Acropora,grow,none
2017-2018,311,353,412,140.856269,170.7613982,Pocillopora,grow,none
2017-2018,312,354,414,230.0384299,381.7058696,Pocillopora,grow,none
2017-2018,313,355,418,106.6853264,137.1014645,Pocillopora,grow,none
2017-2018,289,357,416,24.03519224,44.25781378,Pocillopora_dead,grow,none
2017-2018,315,358,420,126.4324875,165.9445839,Pocillopora,grow,none
2017-2018,316,359,424,146.7839721,185.6384223,Pocillopora,grow,none
2017-2018,317,360,422,335.3906896,400.799828,Acropora,grow,none
2017-2018,318,361,415,919.3894279,1156.715289,Pocillopora,grow,none
2017-2018,320,363,425,221.8667311,287.2447647,Pocillopora,grow,none
2017-2018,321,364,428,161.7676416,224.3817836,Pocillopora,grow,none
2017-2018,322,366,429,461.9964757,668.1285765,Pocillopora,grow,none
2017-2018,324,368,419,55.79328411,138.7766849,Pocillopora,grow,none
2017-2018,325,369,431,48.07927159,404.0969463,Pocillopora,grow,fuse
2017-2018,325,370,431,278.8908801,404.0969463,Pocillopora,grow,fuse
2017-2018,326,371,432,308.1383631,347.2683137,Pocillopora,grow,none
2017-2018,328,373,434,16.37005883,30.9049292,Pocillopora,grow,none
2017-2018,334,379,442,194.5388642,239.4454371,Pocillopora,grow,split
2017-2018,325,380,431,1.324179569,404.0969463,Pocillopora,grow,fuse
2017-2018,336,382,50,8.949320978,19.27614419,Acropora,grow,none
2017-2018,337,383,443,116.7410927,153.3915393,Pocillopora,grow,none
2017-2018,338,384,444,78.01106211,105.1123077,Pocillopora,grow,none
2017-2018,339,385,447,274.922785,351.2675137,Pocillopora,grow,none
2017-2018,342,388,448,393.8323328,511.3021687,Pocillopora,grow,none
2017-2018,343,389,453,106.2187531,132.0535853,Pocillopora,grow,none
2017-2018,345,392,458,67.20877845,76.64244699,Pocillopora,grow,none
2017-2018,346,393,450,535.2707076,807.5406899,Pocillopora,grow,none
2017-2018,348,395,456,91.61278581,139.4609925,Pocillopora,grow,none
2017-2018,350,397,464,213.2462332,292.2126598,Pocillopora,grow,none
2017-2018,352,399,467,280.2639388,329.3341233,Pocillopora,grow,none
2017-2018,354,401,465,12.10868901,137.6569089,Pocillopora_dead,grow,none
2017-2018,355,402,471,61.08111528,75.60265498,Pocillopora,grow,none
2017-2018,357,404,478,133.7332493,207.1319007,Pocillopora,grow,none
2017-2018,360,407,477,56.60645479,75.8203892,Pocillopora,grow,none
2017-2018,363,410,17,84.38312084,192.4237317,Pocillopora,grow,fuse
2017-2018,363,413,45,80.97047014,103.8325637,Pocillopora,grow,none
2017-2018,367,415,487,318.3540974,343.775679,Pocillopora,grow,none
2017-2018,368,416,486,624.6928205,681.4236948,Pocillopora,grow,none
2017-2018,369,417,491,292.8392012,332.386846,Pocillopora,grow,none
2017-2018,370,418,492,533.7199067,661.7387435,Pocillopora,grow,none
2017-2018,371,419,496,26.55024471,38.24568305,Pocillopora,grow,none
2017-2018,373,421,498,157.5418202,201.9773762,Pocillopora,grow,none
2017-2018,375,423,494,248.2570078,275.642641,Pocillopora,grow,none
2017-2018,363,426,17,80.19729147,192.4237317,Pocillopora,grow,fuse
2017-2018,380,429,507,166.7088754,177.8755307,Acropora,grow,none
2017-2018,382,432,505,424.4662051,523.6197048,Pocillopora,grow,none
2017-2018,384,434,506,35.58399324,47.10613292,Pocillopora,grow,none
2017-2018,387,437,516,446.675096,599.6578282,Pocillopora,grow,none
2017-2018,388,438,515,34.29536212,40.61409818,Acropora,grow,none
2017-2018,389,439,519,411.6998699,480.7349497,Pocillopora,grow,none
2017-2018,390,440,517,212.5308208,272.1100143,Pocillopora,grow,none
2017-2018,391,441,522,245.8397136,279.6196232,Pocillopora,grow,none
2017-2018,393,443,518,116.1456563,206.5231336,Pocillopora,grow,none
2017-2018,394,444,526,256.2420772,285.6050926,Pocillopora,grow,none
2017-2018,395,445,525,214.4237755,375.3382544,Pocillopora,grow,none
2017-2018,398,448,561,25.77262248,53.51818365,Pocillopora,grow,none
2017-2018,403,454,535,88.60005511,115.807946,Pocillopora,grow,none
2017-2018,406,458,541,56.48647879,91.23952713,Pocillopora,grow,none
2017-2018,407,459,538,169.2061537,287.0492482,Pocillopora,grow,none
2017-2018,408,460,539,193.7923468,316.1456503,Pocillopora,grow,none
2017-2018,379,464,536,10.22017788,71.0968896,Pocillopora_dead,grow,none
2017-2018,413,466,546,595.5164344,731.1381949,Pocillopora,grow,none
2017-2018,414,467,549,95.41202584,170.4148008,Pocillopora,grow,none
2017-2018,415,468,555,94.59885517,108.3872082,Acropora,grow,none
2017-2018,418,471,556,214.0149684,303.0282741,Pocillopora,grow,none
2017-2018,419,472,554,202.3017558,321.1135454,Acropora,grow,none
2017-2018,420,473,560,15.07698415,40.26305729,Pocillopora,grow,none
2017-2018,421,474,558,285.6450846,402.0484671,Pocillopora,grow,none
2017-2018,422,475,553,105.3078242,174.7072755,Pocillopora,grow,none
2017-2018,424,479,564,42.54260131,144.1045081,Pocillopora,grow,fuse
2017-2018,424,483,564,6.807527179,144.1045081,Pocillopora,grow,fuse
2017-2018,430,486,569,431.7936283,543.7934472,Pocillopora,grow,none
2017-2018,432,488,572,132.2535453,160.6834141,Pocillopora,grow,none
2017-2018,434,490,568,401.2486271,498.4025268,Pocillopora,grow,none
2017-2018,435,491,576,265.1825111,265.7112942,Pocillopora,same,none
2017-2018,436,492,578,134.0487418,195.3387042,Pocillopora,grow,none
2017-2018,438,494,577,148.8591126,188.1401441,Acropora,grow,none
2017-2018,439,495,582,146.6906575,166.7222061,Pocillopora,grow,none
2017-2018,440,496,581,223.537508,256.5531261,Acropora,grow,none
2017-2018,444,500,584,424.857238,553.4937291,Pocillopora,grow,none
2017-2018,445,501,586,403.6614778,430.3894647,Pocillopora,grow,none
2017-2018,446,503,589,284.3253486,370.6769646,Pocillopora,grow,split
2017-2018,447,504,588,47.75489203,70.70141315,Pocillopora,grow,none
2017-2018,448,505,594,293.2169034,360.083528,Acropora,grow,none
2017-2018,449,506,593,136.6837703,320.4692299,Pocillopora,grow,fuse
2017-2018,451,508,600,112.3730776,127.8544253,Pocillopora,grow,none
2017-2018,452,509,598,282.1702242,333.4577429,Pocillopora,grow,none
2017-2018,455,512,597,57.62847258,83.3166675,Pocillopora,grow,none
2017-2018,458,515,614,154.2402584,166.4378186,Pocillopora,grow,none
2017-2018,459,516,605,85.25405774,103.5481761,Pocillopora,grow,none
2017-2018,460,517,606,180.4794542,217.7208937,Pocillopora,grow,none
2017-2018,461,518,816,71.93672161,88.76891022,Pocillopora,grow,none
2017-2018,462,519,607,237.1925544,253.2293465,Pocillopora,grow,split
2017-2018,449,520,593,177.4756107,320.4692299,Pocillopora,grow,fuse
2017-2018,463,521,612,137.0748031,214.5437515,Pocillopora,grow,none
2017-2018,464,522,611,118.9406527,142.0471419,Pocillopora,grow,none
2017-2018,465,523,618,26.52802693,44.06674089,Pocillopora,grow,none
2017-2018,466,524,617,50.59876762,69.73271803,Pocillopora,grow,none
2017-2018,444,525,619,34.60196746,61.86318106,Pocillopora,grow,none
2017-2018,467,526,622,239.0410735,302.779435,Pocillopora,grow,none
2017-2018,469,528,620,177.2578764,290.9684642,Pocillopora,grow,none
2017-2018,471,530,623,173.4497493,245.0931962,Acropora,grow,none
2017-2018,453,531,626,61.5388015,98.77579743,Pocillopora,grow,none
2017-2018,472,532,624,227.6877889,333.6132673,Acropora,grow,none
2017-2018,476,536,634,186.051673,503.5303899,Pocillopora,grow,fuse
2017-2018,480,540,637,87.95129599,93.59016805,Pocillopora,grow,none
2017-2018,482,542,638,195.1031957,321.7445303,Pocillopora,grow,none
2017-2018,483,543,642,62.35197218,90.81738935,Pocillopora,grow,none
2017-2018,484,544,643,166.4467057,290.0042127,Pocillopora,grow,none
2017-2018,487,547,645,97.98928809,118.878443,Pocillopora,grow,none
2017-2018,488,548,644,343.0869279,428.2343403,Pocillopora,grow,none
2017-2018,490,550,648,108.929322,141.7316494,Pocillopora,grow,none
2017-2018,476,551,634,241.8893926,503.5303899,Pocillopora,grow,fuse
2017-2018,491,552,649,14.18382948,26.80352738,Pocillopora_dead,grow,none
2017-2018,492,553,655,157.9906194,226.6346663,Pocillopora,grow,none
2017-2018,494,555,128,159.60363,179.1108391,Acropora,grow,none
2017-2018,496,557,659,52.1717863,86.40049509,Pocillopora,grow,none
2017-2018,498,559,660,211.508803,323.4641863,Pocillopora,grow,none
2017-2018,499,560,664,270.6436409,334.2931313,Pocillopora,grow,none
2017-2018,505,566,817,124.5706377,156.2354149,Pocillopora,grow,none
2017-2018,507,568,685,106.0676722,134.2042662,Pocillopora,grow,none
2017-2018,508,569,679,26.92794694,48.05705381,Pocillopora,grow,none
2017-2018,510,572,683,15.32582326,39.62762884,Pocillopora,grow,none
2017-2018,511,573,682,304.6279542,324.9794388,Acropora,grow,none
2017-2018,512,574,691,38.00573105,54.76682277,Pocillopora,grow,none
2017-2018,514,576,690,84.11650751,116.7322056,Pocillopora,grow,none
2017-2018,515,577,693,36.75264837,76.60245499,Acropora,grow,none
2017-2018,516,578,672,348.8813244,567.3487355,Pocillopora,grow,none
2017-2018,519,581,698,8.207247193,217.5342644,Pocillopora,grow,fuse
2017-2018,520,582,704,90.1419689,131.4448182,Pocillopora,grow,none
2017-2018,523,585,694,412.1397819,590.1130708,Pocillopora,grow,none
2017-2018,519,586,698,134.8752431,217.5342644,Pocillopora,grow,fuse
2017-2018,524,587,703,108.809346,135.7683978,Pocillopora,grow,none
2017-2018,526,589,709,237.6413535,283.6988073,Pocillopora,grow,fuse
2017-2018,528,591,713,8.780465866,145.1620743,Pocillopora,grow,fuse
2017-2018,531,594,718,58.75269214,68.92843447,Pocillopora,grow,none
2017-2018,528,597,713,69.95489581,145.1620743,Pocillopora,grow,fuse
2017-2018,534,598,722,184.5675254,273.6785894,Pocillopora,grow,none
2017-2018,535,599,725,151.2275277,177.9288533,Pocillopora,grow,none
2017-2018,536,600,712,10.70452544,68.57739357,Pocillopora,grow,none
2017-2018,537,601,729,369.9082295,512.5508078,Pocillopora,grow,none
2017-2018,538,602,727,313.9771951,373.942978,Pocillopora,grow,none
2017-2018,526,604,709,102.2106659,283.6988073,Pocillopora,grow,fuse
2017-2018,540,605,730,97.7182312,124.7217186,Pocillopora,grow,none
2017-2018,542,607,734,204.6523967,272.2699823,Pocillopora,grow,none
2017-2018,544,609,738,97.13168186,129.6451782,Pocillopora,grow,none
2017-2018,545,610,736,29.40300741,59.67250815,Pocillopora,grow,none
2017-2018,547,612,740,232.3579659,257.9928381,Pocillopora,grow,none
2017-2018,549,614,742,114.2971371,143.2780068,Pocillopora,grow,none
2017-2018,550,615,744,15.01477437,48.07927159,Pocillopora,grow,none
